,loan_identifier,nominal_interest_rate,term,purpose,project_description,borrower_identifier,borrower_rating,employment,region,facebook,twitter,paypal,ebay,linkedin,published_at,funded_at,status,amount_requested,amount_funded,issuer_id,fraudulent,address_lat,address_lng,net_income_cents,currency,rates_count,rates_paid,base_currency
1559,240WNS4474,3319,term_12_months,other,"I am an author.I publish books on Amazon.See the following link http://www.amazon.com/dp/B00VD0NTEU  I need a loan urgently so that I can market some of the titles I have published.I intent to purchase ad space on Facebook,twitter and linked so as to drive sales through the roof.  I will repay promptly and this is the loan that I just need for my books sales.  I will appreciate it mates!",1HZ7YC3NW4,F,salaried,KE,connected,connected,connected,connected,connected,2015-04-06 16:35:37 +0200,,expired,90000000,25000000,5237,False,,,11200000,KES,0.0,0.0,usd
1560,24190X447P,2253,term_60_months,investment,"Dear Investors, I have a good running small business. I want to purchase goods for improving business. I can repay on time and trustworthy.  Thank you. ",236W5V43M4,E,self_employed,LK,connected,connected,none,connected,connected,2015-04-06 20:06:21 +0200,,canceled,190000000,0,9070,False,,,6000000,LKR,0.0,0.0,btc
1561,242H88448E,1806,term_6_months,other,This is my third reputation loan to decrease my interest rates by improving my credit scores over here. I have already paid a 1 BTC and 3 BTC loan over here. Thanks. ,1TA55Q3YGK,D,salaried,IN,connected,none,connected,connected,none,2015-04-07 07:32:56 +0200,,canceled,500000000,12000000,7071,False,,,14839300,INR,0.0,0.0,usd
1562,242YZD448T,1806,term_6_months,investment,Brauche für Mining,216FBZ428W,D,salaried,DE,connected,connected,none,none,none,2015-04-07 11:27:09 +0200,,expired,70000000,28000000,8570,False,51.039861,13.688816,110000,EUR,0.0,0.0,btc
1563,243Q6A448X,1994,term_6_weeks,investment,"Hi guys Just an small reputation loan, i am a computer engineer with some investment on mining.",1JGRJM3PFG,D,self_employed,VE,connected,connected,connected,connected,connected,2015-04-07 18:20:26 +0200,,canceled,50000000,0,5381,False,10.070117,-69.347541,100000,USD,0.0,0.0,btc
1564,24464S449A,1465,term_6_weeks,investment,I will be using this to rebuild my payment history and investing on this and other lending platforms. I will make the payment in 4 weeks as opposed to 6. Thank you. ,1SK52K3XZ5,C,salaried,GB,connected,connected,connected,connected,connected,2015-04-07 22:35:37 +0200,2015-04-16 19:30:22 +0200,fully_paid,80000000,80000000,6886,False,41.791801,-72.519819,100000,GBP,1.0,1.0,btc
1565,2446JG449C,1380,term_6_months,working_capital,"0.41 btc - repay my 0.4 btc loan at Bitbond early 2.5 btc - trading altcoins using Cryptsy, Poloniex  Repay this loan with fiat from work income within 3 months to build good rep and for better rating so I can publish a business loan later during the year of 2015 and have more chance to get funded with this good credit history :)  Thanks for trusting me (I have investments at bitbond and many non-payers, I am definitely one of the rare who always pay, and pay early).",1KPCSE3QD8,C,salaried,CA,connected,connected,connected,connected,connected,2015-04-07 22:42:56 +0200,,canceled,290000000,6000000,5639,False,46.80969,-71.225329,227600,CAD,0.0,0.0,btc
1566,244AEQ449F,1806,term_6_months,investment,"Hi guys just an small loan for trading, i am a computer engineer and a Computer Store owner with some investment on mining.    https://ardeva.com/verify/A551030A1BB3FD3A10904399",1JGRJM3PFG,D,self_employed,VE,connected,connected,connected,connected,connected,2015-04-07 23:49:11 +0200,,canceled,120000000,0,5381,False,10.070117,-69.347541,100000,USD,0.0,0.0,btc
1567,2464V344AK,1465,term_6_weeks,working_capital,"Hello investors, we will use this loan for advertising of our bitcoin website. This loan will be paid in less than a week, most likely over the weekend if it funds that quick.",1X5A4P402J,C,salaried,US,connected,connected,connected,connected,connected,2015-04-08 16:25:39 +0200,2015-04-13 21:29:19 +0200,defaulted,40000000,40000000,7680,False,37.950532,-83.625658,220000,USD,1.0,0.0,usd
1568,248BJ944BD,2253,term_60_months,investment,Hello investor iam taking this loan to do day trade at cryptsy  Currently i got 600012khs in scrypt.cc and earning 30$ perday so no worry for the payout..  Proof of Scrypt.CC : http://prntscr.com/6r2agz  Thank you all at advance ,19MENC3FMA,E,studying,IN,connected,connected,connected,connected,connected,2015-04-09 12:32:41 +0200,,expired,460000000,94000000,3470,False,27.361385,95.207477,2000000,INR,0.0,0.0,btc
1569,2491D144BQ,2792,term_6_weeks,working_capital,"Hello. Those who have read my warnings know I'm investing in my restaurant . I decided to renew my notice, to gain some reputation with lowest values ​​, and besides, I 've already started renovations in my restaurant, and I paid some advances , and do not want into debt more than I can.  Thanks to those who supported me , I hope I continue with your supporting and start working together.",21K7CX42H4,E,self_employed,CO,connected,connected,connected,connected,connected,2015-04-09 18:45:21 +0200,2015-04-15 04:49:56 +0200,defaulted,50000000,50000000,8682,False,,,350000000,COP,1.0,0.0,usd
1570,249GNP44C8,1947,term_12_months,other,for my exchange project .  bitkoyin.com,22Q8R8439Y,D,salaried,TR,connected,connected,connected,connected,connected,2015-04-09 23:05:58 +0200,,expired,10000000,4000000,8960,False,41.05251,28.989059,126000,TRY,0.0,0.0,usd
1571,24AB5Z44CQ,2792,term_6_weeks,education,"Hello BitBond Community,  I'm currently looking to borrow .525 BTC as I need a new computer badly for school. I am short the difference of $540 for the computer that I'm looking to purchase with BTC via Overstock.com  Loan will be in advance.  Thanks supporters of Bitbond, as I'm really looking to establish a solid reputation here.  Cheers",2444BS4497,E,studying,US,none,connected,none,none,none,2015-04-10 06:38:23 +0200,2015-04-20 00:59:53 +0200,fully_paid,60000000,60000000,9308,True,28.008786,-82.352023,140000,USD,1.0,1.0,btc
1572,24B48E44D4,1947,term_12_months,working_capital,I need this loan to up my credit rating,232CHR43EP,D,salaried,ID,connected,connected,connected,none,connected,2015-04-10 13:46:22 +0200,,expired,240000000,57000000,9027,False,-7.255091,112.71331,771200000,IDR,0.0,0.0,usd
1573,24CSQ544DY,1994,term_6_weeks,other,My name is Joseph and I'm looking for a small loan to earn some trust and credibility around this site.  I use the Bitcoin to daytrade altcoins and would like to show that I am a solid investment. So feel free to invest in this loan if you would like to see your money quickly.,23HHV543WG,D,studying,CA,connected,connected,connected,connected,connected,2015-04-11 04:58:45 +0200,2015-04-12 21:06:22 +0200,fully_paid,30000000,29999999,9157,False,48.525951,-89.215877,84100,CAD,1.0,1.0,btc
1574,24GGDT44FV,1947,term_12_months,investment,"Hello Investor, This is my first loan, I am a best trader in forex, i want increase my monthly income. Avarag my monthly income is $200 from trading.",1ZJ1G741A0,D,salaried,IN,connected,none,connected,none,none,2015-04-12 14:44:42 +0200,,expired,100000000,33000000,8163,False,12.937828,80.151819,2500000,inr,0.0,0.0,usd
1575,24GKWH44FX,2253,term_60_months,investment,This loan invest to the FX trading. Thank you.,236W5V43M4,E,self_employed,LK,connected,connected,none,connected,connected,2015-04-12 15:43:46 +0200,,expired,200000000,42000000,9070,False,,,6000000,LKR,0.0,0.0,btc
1576,24HCS044G4,2253,term_60_months,other,"***Loan for 1 month, it will be paid before 20th May.***  Hi, I need this amount for more profits through the various operations I have, like sale, arbitrage and investments. Currently I do, with my own bitcoins and fiat, but due to my current expenses, gains are minimal. About me, I am currently co-admin of Bitcoin México group on FB and Bitcoin Perú, enthusiastic, I have invested in some users here and other platforms, I promote the bitcoin at every opportunity. You can contact me at TW, FB and G + as ""fatos305""  Any questions I will try to answer it immediately. Usually I pay ahead of time, I only get some profits and repay the loan.  **Complete description in comments:",1JEAJW3PD5,E,self_employed,MX,connected,connected,connected,connected,connected,2015-04-12 22:48:32 +0200,,canceled,450000000,93000000,5363,False,19.973716,-102.279243,33000,MXN,0.0,0.0,btc
1577,24KAPZ44GN,1947,term_12_months,investment,"Hello; Dear investors;  I'm here to try this new platform, am already a user on other platforms, I'm an investor in mining clouds and commercialize coins in brasilheiro market, have been successful in some investment, always pay my debts on time or fast, I'm businessman in the pharmaceutical industry for over 7 years and bitcons business for more than 10 months and always with own resources and can ensure the payment of this loan.  This loan and unique to reputation  Below is my credenciail https://btcjam.com/users/16651 https://bitlendingclub.com/user/index/id/11383/jonasph https://ardeva.com/verify/A5525A44514B0A6A47273422",2464SP44AG,D,self_employed,BR,connected,connected,connected,connected,connected,2015-04-13 16:25:35 +0200,,expired,180000000,48000000,9320,False,-15.612801,-42.544793,144900,BRL,0.0,0.0,btc
1578,24MHPC44HF,2071,term_60_months,investment,My loan is for a gold purchase investment and trading with bitcoin hope like me have faith in gold as a reserve value thanks in advance.,20P5S241YS,D,salaried,VE,connected,connected,connected,none,none,2015-04-14 03:30:52 +0200,,expired,660000000,149000000,8433,False,,,2500000,VEF,0.0,0.0,usd
1579,24P8TA44JP,1380,term_6_months,working_capital,Loan for 0.75 Poloniex and 0.75 Crytpsty trading altcoins. Repay within 3 months. Actual 0.4 btc loan will be repaid to continue ongoing trades.,1KPCSE3QD8,C,salaried,CA,connected,connected,connected,connected,connected,2015-04-14 19:11:39 +0200,2015-04-21 17:53:47 +0200,late_90,200000000,200000000,5639,False,46.80969,-71.225329,227600,CAD,6.0,1.0,btc
1580,24Q08144JX,1115,term_6_weeks,investment,"Thank you to all our previous investors.  This is our second loan at Bitbond, and we currently have two at BTCJam, and one at BitLendingClub.    BlackBox Alpha is a small quantitative asset management firm with diversified investments in cryptocurrency.  We strive to offer the most professional and trustworthy investment option to Bitcoin investors.  Incorporated in California as Bevan-Chamberlain Capital Corporation on June 28, 2013, and registered doing business as BlackBox Alpha.  D&B D-U-N-S® Number: 062219268  Assets: $6,732.47  Liabilities: $875.12  Debt Ratio: 12.90%  (Cryptocurrency portfolio as of April 10, 2015)",20NB8G41Y8,B,self_employed,US,connected,connected,connected,connected,connected,2015-04-15 01:51:29 +0200,2015-04-18 09:10:34 +0200,fully_paid,100000000,100000000,8427,False,33.776628,-118.3822,500000,usd,1.0,1.0,usd
1581,24S6DR44M1,1380,term_6_months,refinancing,"I am seeking this loan to payoff a payday loan I have with very high interest attached to it.  I have the coins ready to pay off my first loan with Bitbond on the 22nd, but the sooner I pay off this Payday loan, the more interest and money I will save.  Hope you can jump on board and support me.  Regards",1SFK8Q3XX9,C,unemployed,AU,connected,connected,connected,connected,none,2015-04-15 21:49:12 +0200,2015-04-23 18:11:53 +0200,current,100000000,100000000,6865,False,-31.809638,115.774149,2350000,AUD,6.0,3.0,btc
1582,24S8SR44M5,1069,term_12_months,education,"I am seeking a 3 BTC loan for my final university Marketing project at AMU. My goal is to have my assessors and instructors take a portion of the BTC I borrow and use it in various methods. I would like some of the BTC to be invested, such as Buttoned or BLC. They can also use to make purchases, either via a gift card or a direct purchase. But my idea it discover how someone with no experience of BTC or Cryptocurrency can easily navigate the system and make purchases or invest and hopefully make a return. The money will be returned at the end of the term. I have asked for a longer repayment term, just to cover any mistakes they might make. I have repaid a loan early and I have made early repayments on another loan. I have an income that back-up repayments on this loan. I would really appreciate your support.",1GQ9QD3MPS,B,salaried,DE,connected,connected,connected,connected,connected,2015-04-15 22:29:44 +0200,,canceled,300000000,39000000,4935,False,52.402488,0.26782,170000,GBP,0.0,0.0,btc
1583,24T2F144MM,1806,term_6_months,other,I will borrow the funds will be in the BID BOND for venture capital. bitcoin exchange,1YCQHW40PN,D,salaried,ID,connected,connected,connected,none,connected,2015-04-16 05:47:46 +0200,,expired,200000000,61000000,7913,False,-4.053171,121.603903,1500000000,IDR,0.0,0.0,btc
1584,24TPBH44MZ,1069,term_12_months,education,"I am seeking a 3 BTC loan for my final university Marketing project at AMU. My goal is to have my assessors and instructors take a portion of the BTC I borrow and use it in various methods. I would like some of the BTC to be invested, such as Buttoned or BLC. They can also use to make purchases, either via a gift card or a direct purchase. But my idea it discover how someone with no experience of BTC or Cryptocurrency can easily navigate the system and make purchases or invest and hopefully make a return. The money will be returned at the end of the term. I have asked for a longer repayment term, just to cover any mistakes they might make. I have repaid a loan early and I have made early repayments on another loan. I have an income that back-up repayments on this loan. I would really appreciate your support.",1GQ9QD3MPS,B,salaried,DE,connected,connected,connected,connected,connected,2015-04-16 11:27:13 +0200,2015-04-24 12:30:41 +0200,defaulted,300000000,300000000,4935,False,52.402488,0.26782,170000,GBP,12.0,0.0,btc
1585,24TXET44N5,2458,term_6_months,investment,"Hello,  I realy need this loan for investment. I'll invest this loan in a great FOREX company called Plus500AU Pty Ltd.  Plus500AU Pty Ltd mainly works in Forex and stock market, which are the most profitable for our unique and profitable trading strategy. I'm verry good in Forex and stock market. All info about company: http://www.plus500.com/  Thank you",24S31444KX,E,salaried,RO,none,none,connected,none,connected,2015-04-16 13:28:26 +0200,2015-04-28 21:09:26 +0200,defaulted,50000000,50000000,9463,False,47.075074,21.909091,160000,RON,6.0,0.0,btc
1586,24V9TE44NC,2458,term_6_months,investment,"Hi,  I am an entrepreneur and I have a software services firm. I work as a software engineer during day and a musician at night :)  I have been investing in Bitcoin mining for quite some time and the profits have varied but I still consider it profitable in the long term.   This time, I would like to invest in Scrypt mining(specifically scrypt.cc) and that is the purpose of this loan  I will be repaying the loan using the mining profits and my personal income.   I hope this loan will be fulfilled soon  .vivek ",24H02B44G0,E,salaried,IN,connected,none,connected,connected,connected,2015-04-16 16:59:26 +0200,,canceled,50000000,0,9393,False,10.679117,76.155508,1500000,INR,0.0,0.0,usd
1587,24VF4344NG,1069,term_12_months,investment,This is a loan to invest in BTC mining. The returns from mining will be more than enough to cover the cost of the loan.,1YXW8S40ZR,B,salaried,US,none,none,connected,connected,none,2015-04-16 18:29:55 +0200,,canceled,1000000000,289000000,8043,False,39.461124,-76.248893,350000,USD,0.0,0.0,btc
1588,24VFF744NJ,1029,term_6_months,other,This loan is for mining Scrypt coins. This loan will return more than enough to pay off the loan.,1YXW8S40ZR,B,salaried,US,none,none,connected,connected,none,2015-04-16 18:35:51 +0200,,canceled,200000000,12000000,8043,False,39.461124,-76.248893,350000,USD,0.0,0.0,usd
1589,24W0PQ44NS,1994,term_6_weeks,other,Reputation loan and will be paid immediately as soon as it get funded,211QWJ425K,D,self_employed,IN,connected,connected,connected,none,connected,2015-04-16 23:30:00 +0200,2015-04-20 03:56:34 +0200,defaulted,30000000,30000000,8526,False,13.051637,80.213614,5000000,INR,1.0,0.0,btc
1590,24XRS544P5,1583,term_36_months,working_capital,"I won't started my bussines, if won't know please ask.",229JQG42YJ,C,self_employed,LV,connected,none,connected,none,none,2015-04-17 15:27:01 +0200,,expired,1290000000,287000000,8849,False,56.945316,24.115333,70000,LVL,0.0,0.0,usd
1591,24XTQ544P7,1806,term_6_months,investment,"Hi guys just an small loan to buy another Bitmain miner S5, this will be my third miner, thanks and happy bidding.  https://bitlendingclub.com/user/index/id/2997/ahsbqt  https://ardeva.com/verify/A553111972AC769A75632628 ",1JGRJM3PFG,D,self_employed,VE,connected,connected,connected,connected,connected,2015-04-17 16:00:06 +0200,,expired,100000000,44000000,5381,False,10.070117,-69.347541,100000,USD,0.0,0.0,btc
1592,24ZZ0444Q9,1465,term_6_weeks,working_capital,Day Trading,1RJR213X23,C,salaried,SY,connected,connected,connected,none,connected,2015-04-18 11:25:25 +0200,2015-04-21 17:54:24 +0200,fully_paid,50000000,50000000,6644,False,40.708825,-73.827046,1100000,SAR,1.0,1.0,btc
1593,250H5544QF,1806,term_6_months,other,Third Reputation Loan to help decrease the interest rates over here. I can take a bigger loan in the future if I will get lower interest rates over here. Help me with this loan so I can pay it back and improve my rating. The loan once funded will be paid back in a week. I have already paid back 1 BTC and 3 BTC. ,1TA55Q3YGK,D,salaried,IN,connected,none,connected,connected,none,2015-04-18 16:35:17 +0200,2015-05-02 16:35:18 +0200,late_90,350000000,261000000,7071,False,,,14839300,INR,6.0,0.0,usd
1594,251XQD44R7,2792,term_6_weeks,investment,"Hello friends, my name is Eulises Avila, and I have a site with my own name, with over 7 years of experience doing business online.  I also have a news site of Bitcoin, Notibitcoins, several Faucet and many sites focused on Bitcoin and internet business.  I have very good reputation in Bitlendingclub (same user and same photo).  I checked A R D E V A, you can use this token to check A5520475C4E2932A47691776  I paid a loan here and many others in Bitlendingclub.  I would love to let images and external links as evidence, but bitbond not allow it, but you can confirm this.  Any questions can make it in the comments. ",1YRCCY40X6,E,unemployed,VE,connected,connected,connected,none,connected,2015-04-19 05:15:57 +0200,2015-04-22 09:14:13 +0200,fully_paid,60000000,60000000,7993,False,,,2000000,VEF,1.0,1.0,btc
1595,253H2G44RN,1380,term_6_months,working_capital,Loan for gems store. Thanks,1EVN143K64,C,salaried,ID,connected,none,connected,none,none,2015-04-19 19:52:16 +0200,2015-04-28 08:59:50 +0200,current,70000000,70000000,4462,False,-6.261709,106.959906,718307600,IDR,6.0,3.0,btc
1596,253HM944RS,1633,term_60_months,refinancing,"hi. I want to refinance your current loan.I have a credit card, credit card 39%, in bitbond much more profitable loan.",236WMG43M5,C,salaried,RU,connected,connected,connected,connected,connected,2015-04-19 20:01:45 +0200,,canceled,100000000,24000000,9071,False,,,1985100,RUB,0.0,0.0,usd
1597,255AYP44SE,2792,term_6_weeks,investment,Increase Mining Power,252TVY44RF,E,retired,BR,connected,none,connected,connected,none,2015-04-20 12:20:06 +0200,2015-04-20 15:56:05 +0200,fully_paid,10000000,10000000,9529,False,-23.970511,-46.334904,100000,BRL,1.0,1.0,usd
1598,255B1844SG,1583,term_36_months,consumption,"plan to buy materials for my house because I intend to get married and the bitcoin currency is growing in the market and facilitates the purchase,since already, thank you. I am military and need that lend by time paying but fast as possible. ",254PX644S6,C,salaried,BR,connected,connected,connected,connected,connected,2015-04-20 12:21:28 +0200,,canceled,650000000,0,9542,False,-22.798647,-43.180841,143600,BRL,0.0,0.0,btc
1599,255BJH44SJ,1453,term_12_months,consumption,"plan to buy materials for my house because I intend to get married and the bitcoin currency is growing in the market and facilitates the purchase,since already, thank you. I am military and need that lend by time paying but fast as possible",254PX644S6,C,salaried,BR,connected,connected,connected,connected,connected,2015-04-20 12:30:41 +0200,,canceled,220000000,0,9542,False,-22.798647,-43.180841,143600,BRL,0.0,0.0,btc
1600,255BTX44SP,1380,term_6_months,consumption,"plan to buy materials for my house because I intend to get married and the bitcoin currency is growing in the market and facilitates the purchase,since already, thank you. I am military and need that lend by time paying but fast as possible",254PX644S6,C,salaried,BR,connected,connected,connected,connected,connected,2015-04-20 12:35:09 +0200,,canceled,110000000,0,9542,False,-22.798647,-43.180841,143600,BRL,0.0,0.0,btc
1601,255EMV44SR,1583,term_36_months,investment,"This is a loan to invest in the stock market bitcoin the seeking a future in business on this coin. The returns are of great benefit targeting the finish from loan and its interest. Military and am trained in analysis systems, I thank comprehension the investors and thank you .. email: jadsonwillyan@hotmail.com fuzileiro naval.",254PX644S6,C,salaried,BR,connected,connected,connected,connected,connected,2015-04-20 13:23:07 +0200,,canceled,650000000,8000000,9542,False,-22.798647,-43.180841,143600,BRL,0.0,0.0,btc
1602,255PZV44SV,1465,term_6_weeks,investment,self investimeno on the stock exchange on the currency for and something I support on the market and symbolizes the change of heart of society and capitalism. I am military and systems analyst. Thank you in advance for investors.,254PX644S6,C,salaried,BR,connected,connected,connected,connected,connected,2015-04-20 15:45:31 +0200,,canceled,30000000,16000000,9542,False,-22.798647,-43.180841,143600,BRL,0.0,0.0,btc
1603,255TGF44T0,1806,term_6_months,other,I need to move house and this would be my deposit and first months rent plus moving fee. I am a reliable person with a fixed contract job. Need to move out of in laws desperately!!,1TJ11W3YQK,D,salaried,GB,connected,none,none,none,none,2015-04-20 16:45:36 +0200,,expired,800000000,169000000,7152,False,36.510629,-4.725458,190000,EUR,0.0,0.0,usd
1604,256C4044TW,2457,term_36_months,working_capital,"Hello,  I want to use this loan for my business, to buy sell bikes. Payment will be made within max 30 days or more earlier. Thank you for investment",1NEYNP3SAN,E,self_employed,IN,connected,connected,connected,connected,connected,2015-04-20 21:46:08 +0200,,canceled,90000000,0,6014,False,19.871125,75.324231,3500000,INR,0.0,0.0,btc
1605,258QZP44W4,1465,term_6_weeks,refinancing,"Hi Guys,  looking for a to refinance some expenses I have on my credit card. This will allow me to pay a lower interest rate. I am happy to chat if that will make loaning to me easier for you guys.",215EGY4287,C,salaried,US,connected,connected,connected,connected,connected,2015-04-21 19:20:54 +0200,,expired,360000000,169000000,8559,False,37.804199,-122.407146,342800,USD,0.0,0.0,btc
1606,258SNP44W7,1806,term_6_months,investment,Brauche dringend für Mining,216FBZ428W,D,salaried,DE,connected,connected,none,none,none,2015-04-21 19:49:42 +0200,,expired,140000000,46000000,8570,False,51.039861,13.688816,110000,EUR,0.0,0.0,btc
1607,258TGG44W9,1994,term_6_weeks,working_capital,"This loan request is for Arbitrage and Day trading purposes, i will use the BTC from the loan as Capital in order to take advantage of bitcoins price volatility and the gaps that exists between diferent exchanges.  If possible, and as I have done with previous loans ill repay this one before its due date.  ",1R2MRV3WGN,D,salaried,VE,connected,connected,connected,none,connected,2015-04-21 20:04:00 +0200,,canceled,100000000,0,6540,False,,,1400000,VEF,0.0,0.0,usd
1608,258TYK44WD,1806,term_6_months,working_capital,"This loan request is for Arbitrage and Day trading purposes, i will use the BTC from the loan as Capital in order to take advantage of bitcoins price volatility and the gaps that exists between diferent exchanges.   If possible, and as I have done with previous loans ill repay this one before its due date.  ",1R2MRV3WGN,D,salaried,VE,connected,connected,connected,none,connected,2015-04-21 20:11:31 +0200,,expired,200000000,51000000,6540,False,,,1400000,VEF,0.0,0.0,usd
1609,25AJE144WS,2457,term_36_months,refinancing,"I have Personal loan in local bank, last 2 EMIs due so please invest and help me",1WDYEX3ZQ6,E,self_employed,IN,connected,connected,connected,connected,connected,2015-04-22 11:58:25 +0200,,canceled,340000000,0,7547,False,,,17500000,INR,0.0,0.0,usd
1610,25B40A44X2,1633,term_60_months,working_capital,"Compra de novos hardware para meus investimentos em mineracao. Pretendo devolver este emprestimo o mas rapido possivel e tempo maximo de 3 meses tenho otimos lucros. Sou militar""fuzileiro naval"" e analista de sistemas. Tenho em media renda mensal de 4500 por mes juntando meus investimentos. Perguntas:jadsonwillyan@hotmail.com responderei em menos de 1 hr.",254PX644S6,C,salaried,BR,connected,connected,connected,connected,connected,2015-04-22 16:58:18 +0200,,expired,1000000000,207000000,9542,False,-22.798647,-43.180841,143600,BRL,0.0,0.0,btc
1611,25D34944XX,2071,term_60_months,investment,"this is my second loan after completing first laon,I Have Three Years Experience In Stock Trader ,Now I need Raise My Capitalization. I Can't Offers Higher Interest But I Can Assure You Good Returns. ",2052YV41MV,D,self_employed,IN,connected,connected,connected,connected,connected,2015-04-23 10:55:38 +0200,,canceled,630000000,5000000,8313,False,,,2000000,INR,0.0,0.0,usd
1612,25DE8Q44Y3,1994,term_6_weeks,investment,"Hi I will ask for a loan of 2 Btc to purchase a Antminer S5. Today i have one Antminer C1 and five S3+ who get me 0,36 every 7 day.  The goal it to rearrange that rig so for every S5 i purchase i will sell away one s3+ . i will pay this loan with my monthly salary (5200 USD todays rate from Sek to USD) from my consulting job as a Microsoft Sharepoint/Business intelligence architect.   My reference from Btcjam https://btcjam.com/users/47569  Thanks for the trust  Best regards/Mikael Bo Hallin ",256Y0244V8,D,self_employed,SE,connected,none,connected,connected,connected,2015-04-23 14:05:43 +0200,,expired,300000000,142000000,9562,False,59.350804,18.059719,33000000,SEK,0.0,0.0,btc
1613,25FE0H44ZR,1806,term_6_months,other,business project,22Q8R8439Y,D,salaried,TR,connected,connected,connected,connected,connected,2015-04-24 08:13:37 +0200,2015-05-01 19:50:52 +0200,late_90,10000000,10000000,8960,False,41.05251,28.989059,126000,TRY,6.0,2.0,usd
1614,25FEHG44ZT,2458,term_6_months,investment,"Hi Everyone,  I am looking for a loan to invest in cloud mining. I would be investing in scrypt.cc which I have known to be profitable.  I will be paying back using mining returns and my personal money  Cheers and God Bless Vivek",24H02B44G0,E,salaried,IN,connected,none,connected,connected,connected,2015-04-24 08:22:40 +0200,2015-05-03 12:40:21 +0200,current,40000000,40000000,9393,False,10.679117,76.155508,1500000,INR,6.0,2.0,btc
1615,25G5TT4506,1069,term_12_months,investment,Seeking small investment for business purchasing. 2 production desktop computers for 3D graphics and animation production.  Guaranteed monthly repayment. Salaried full-stack web developer applying.   Picture: http://i.imgur.com/LW2dFxM.jpg  Twitter: @adamemdouglas  Private comms: adamemdouglas {at} protonmail.ch,21SBRX42MK,B,salaried,GB,connected,connected,connected,none,connected,2015-04-24 15:00:10 +0200,,canceled,580000000,1000000,8730,False,53.818569,-1.572518,95400,GBP,0.0,0.0,usd
1616,25GA0T450B,1029,term_6_months,working_capital,"I will use this loan to gain trust with the Bitbond community. I currently am running a node on a server but am being charged aroung $40 a month in server fees. With this loan I plan to purchase a Bitseed Personal Bitcoin Node.  I have a few cloud mining contracts as well as a 1,155 GH/s miner at home. I also plan to supplement my payments with my regular income (full time) I will pay this loan on time or earlier.   ",2512P944QT,B,salaried,US,connected,connected,connected,connected,connected,2015-04-24 16:11:38 +0200,,canceled,70000000,1000000,9518,False,46.824134,-100.902719,380000,USD,0.0,0.0,btc
1617,25GGA0450K,1947,term_12_months,working_capital,"I need this loan to improove my own small shop and too up my credit rating,i will pay it back on time",232CHR43EP,D,salaried,ID,connected,connected,connected,none,connected,2015-04-24 17:58:56 +0200,,expired,290000000,62999999,9027,False,-7.255091,112.71331,771200000,IDR,0.0,0.0,usd
1618,25JGKT451B,1115,term_6_weeks,investment,Reputation building.  First loan repaid successfully.  Salaried developer at stable software company. Guaranteed repayment.  Private comms: adamemdouglas@protonmail.ch  Twitter (with photo): https://twitter.com/@adamemdouglas,21SBRX42MK,B,salaried,GB,connected,connected,connected,none,connected,2015-04-25 12:16:27 +0200,,canceled,70000000,0,8730,False,53.818569,-1.572518,95400,GBP,0.0,0.0,usd
1619,25JY49451N,1069,term_12_months,investment,"Investment for new desktop hardware, required for 3D animation & vector graphics in web design/brand identity work.   Salaried full-stack developer seeking funds to purchase new desktop hardware to ease the process of production in frontend web design and in backend development too.  Guaranteed wage, guaranteed repayments for you.    Twitter/pic: @adamemdouglas    Private comms: adamemdouglas {at} protonmail.ch",21SBRX42MK,B,salaried,GB,connected,connected,connected,none,connected,2015-04-25 16:07:05 +0200,,canceled,500000000,0,8730,False,53.818569,-1.572518,95400,GBP,0.0,0.0,usd
1620,25KK09451V,1583,term_36_months,refinancing,"Hello. I have a loan, I want to refinance.Credit which I take, I plan to return in a short time.I work and get paid, I also have additional sources of income, I plan out is calculated for the loan with you.",236WMG43M5,C,salaried,RU,connected,connected,connected,connected,connected,2015-04-25 22:03:21 +0200,,canceled,50000000,11000000,9071,False,,,1985100,RUB,0.0,0.0,usd
1621,25MH76452B,1115,term_6_weeks,other,Reputation building alongside existing investment loan.  Guaranteed repayment. Salaried web developer.,21SBRX42MK,B,salaried,GB,connected,connected,connected,none,connected,2015-04-26 06:39:02 +0200,2015-04-27 03:48:29 +0200,late_90,50000000,50000000,8730,False,53.818569,-1.572518,95400,GBP,1.0,0.0,btc
1622,25N4SG452N,2458,term_6_months,investment,"I need this loan to invest in a great company called CreatInv LTD.   CreatInv Company works mainly in Forex and the Stock market, utilizing our unique trading strategy to generate generous profit returns for our investors.   The company experts do daily monitoring on the financial markets and this gives us an 'instrument' to generate income from changing rates of the different currencies.   Using professional financial tools, combining technical and fundamental analysis, provides us with the opportunity to make highly profitable revenues for our investors.   You can check the website here:   https://creatinv.com/   Also you can see all my details in Representatives section under ROMANIA FLAG. I'll Invest this loan for 10 days.  I'll repay the loan after 10 days. PROMISE! Thank you",24S31444KX,E,salaried,RO,none,none,connected,none,connected,2015-04-26 12:13:04 +0200,2015-04-28 10:38:54 +0200,defaulted,20000000,20000000,9463,False,47.075074,21.909091,160000,RON,6.0,0.0,btc
1623,25NREM4530,2792,term_6_weeks,other,This loan for Rating and trusted repayment ,236W5V43M4,E,self_employed,LK,connected,connected,none,connected,connected,2015-04-26 17:48:36 +0200,2015-04-28 15:15:17 +0200,fully_paid,10000000,10000000,9070,False,,,6000000,LKR,1.0,1.0,usd
