,loan_identifier,borrower_identifier,term,purpose,borrower_rating,employment,region,facebook,twitter,paypal,ebay,linkedin,currency,base_currency,location,funded,time_between_published_funded,ratio_requested_funded,amount_funded,address_lat,address_lng,net_income_cents,rates_paid,rates_count,prices,portion_average_salary,nominal_interest_rate,status
1842,1743,403,1,4,3,2,33,0,1,1,1,1,22,1,27,0,90146,0.0618181818182,34000000,12.973725,80.127679,3500000,0.0,0.0,31927.7568013,109.622483715,2108,canceled
1843,1744,365,0,2,3,1,74,0,0,0,0,0,54,0,75,0,90146,0.0,0,28.872807,-81.246436,480000,0.0,0.0,2719.25321219,176.519052308,1947,canceled
1844,1745,365,3,2,3,1,74,0,0,0,0,0,54,0,75,0,90145,0.435,87000000,28.872807,-81.246436,480000,0.0,0.0,2719.25321219,176.519052308,1806,canceled
1845,1746,390,0,2,3,1,7,0,1,0,0,0,5,0,8,0,90145,0.118571428571,83000000,45.507703,-73.552247,170000,0.0,0.0,2997.53801649,56.7132089951,1947,expired
1846,1747,400,1,5,3,2,43,0,0,1,1,0,14,1,39,0,90145,0.0105,21000000,55.750309,24.34544,150000,0.0,0.0,578.385479582,259.342610241,2108,canceled
1847,1748,365,3,2,3,1,74,0,0,0,0,0,54,0,75,1,0,1.0,30000000,28.872807,-81.246436,480000,6.0,6.0,2719.25321219,176.519052308,1806,fully_paid
1848,1749,413,2,2,2,2,33,0,0,0,0,0,22,1,27,0,90144,0.19,95000000,12.999759,77.531812,2200000,0.0,0.0,31927.7568013,68.9055611921,1633,canceled
1849,1750,410,1,6,3,2,33,0,0,0,1,0,54,1,27,0,90144,0.129411764706,44000000,17.738473,83.335176,300000,0.0,0.0,31927.7568013,9.39621288984,2108,expired
1850,1751,411,1,6,1,2,24,1,1,0,0,1,15,1,74,1,14,0.703,1406000000,50.907546,-3.3241,133300,0.0,36.0,1671.23445374,79.7614001445,1166,funded
1851,1752,17,0,2,2,2,60,0,0,0,0,0,4,1,55,1,14,0.94,282000000,-4.970845,-39.016463,200000,0.0,12.0,798.813821656,250.371231165,1453,funded
1852,1753,414,1,6,2,2,6,0,0,0,0,0,4,1,6,0,90144,0.0,0,-1.0,-1.0,460000,0.0,0.0,1745.90900524,263.47306682,1583,canceled
1853,1754,412,4,2,3,2,75,1,1,0,1,1,55,1,76,1,0,1.0,10000000,10.413461,-64.134525,670000,1.0,1.0,179.5,3732.59052925,1994,fully_paid
1854,1755,414,0,6,2,2,6,0,0,0,0,0,4,1,6,0,90143,0.0,0,-1.0,-1.0,460000,0.0,0.0,1745.90900524,263.47306682,1453,canceled
1855,1756,414,0,6,2,2,6,0,0,0,0,0,4,0,6,0,90143,0.240298507463,161000000,-1.0,-1.0,460000,0.0,0.0,1745.90900524,263.47306682,1453,canceled
1856,1757,135,1,5,1,1,74,0,0,0,0,0,54,1,75,0,90143,0.206,206000000,36.101031,-79.820668,300000,0.0,0.0,2719.25321219,110.324407692,1166,expired
1857,1758,187,3,6,0,2,40,0,1,1,0,1,14,1,63,1,8,1.0,310000000,52.543692,13.411384,88000,6.0,6.0,2690157.63559,0.0327118377138,770,fully_paid
1858,1759,400,0,2,3,2,43,0,0,1,1,0,14,1,39,0,90142,0.0181818181818,4000000,55.750309,24.34544,150000,0.0,0.0,578.385479582,259.342610241,1947,canceled
1859,1760,284,0,2,4,2,33,0,0,0,0,0,22,1,27,0,90141,0.025,2000000,-1.0,-1.0,17500000,0.0,0.0,31927.7568013,548.112418574,2564,expired
1860,1761,327,3,2,2,2,21,0,0,0,0,0,14,1,64,0,90141,0.528571428571,185000000,39.887294,4.267529,155000,0.0,0.0,1280.23247253,121.071761048,1380,expired
1861,1762,417,4,2,1,1,24,0,0,0,1,0,15,0,74,1,0,1.0,120000000,51.000317,-0.939213,250000,1.0,1.0,1671.23445374,149.590022777,1115,fully_paid
1862,1763,417,0,6,1,1,24,0,0,0,1,0,15,0,74,1,3,1.0,200000000,51.000317,-0.939213,250000,1.0,12.0,1671.23445374,149.590022777,1069,current
1863,1764,265,0,2,3,1,16,0,1,0,0,0,54,1,15,0,90140,0.0,0,40.726083,-74.228686,150000,0.0,0.0,18477.4592795,8.117999219,1947,canceled
1864,1765,265,0,3,3,1,16,0,1,0,0,0,54,0,15,0,90140,0.05375,43000000,40.726083,-74.228686,150000,0.0,0.0,18477.4592795,8.117999219,1947,canceled
1865,1766,418,0,2,3,1,75,1,0,0,1,0,55,0,76,0,90140,0.0,0,-1.0,-1.0,927500,0.0,0.0,179.5,5167.13091922,1947,canceled
1866,1767,365,3,2,3,1,74,0,0,0,0,0,54,0,75,1,2,1.0,40000000,28.872807,-81.246436,480000,6.0,6.0,2719.25321219,176.519052308,1806,fully_paid
1867,1768,406,4,3,3,4,5,1,1,0,1,1,3,0,7,1,0,1.0,10000000,42.700262,23.286768,30000,1.0,1.0,846.968508117,35.420443278,1994,fully_paid
1868,1769,419,4,6,2,2,75,0,0,0,0,0,55,0,76,1,0,1.0,40000000,-1.0,-1.0,6000000,1.0,1.0,179.5,33426.183844,1465,fully_paid
1869,1770,400,3,2,3,2,43,0,0,1,1,0,14,0,39,1,8,1.0,100000000,55.750309,24.34544,150000,0.0,6.0,578.385479582,259.342610241,1806,funded
1870,1771,413,0,2,2,2,33,0,0,0,0,0,22,1,27,1,2,1.0,110000000,12.999759,77.531812,2200000,1.0,12.0,31927.7568013,68.9055611921,1453,current
1871,1772,416,2,4,2,0,18,1,0,1,1,1,54,1,16,0,90139,0.0861035422343,316000000,-1.0,-1.0,240000,0.0,0.0,471.005736349,509.5479343,1633,expired
1872,1773,511,1,2,4,1,33,0,0,0,0,0,22,0,27,0,90138,0.0266666666667,8000000,17.414839,78.509583,2214000,0.0,0.0,31927.7568013,69.344051127,2457,expired
1873,1774,344,2,2,4,2,42,0,0,1,0,0,29,1,65,0,90138,0.0,0,-1.0,-1.0,6000000,0.0,0.0,35727.2727273,167.938931298,2253,canceled
1874,1775,415,4,6,4,2,63,0,0,0,1,0,46,0,57,0,90138,0.333333333333,20000000,53.499801,49.398856,5360000,0.0,0.0,554.153944837,9672.40249743,2792,canceled
1875,1776,372,3,2,4,2,74,0,0,0,1,0,54,1,75,0,90137,0.0,0,33.411663,-83.845616,266600,0.0,0.0,2719.25321219,98.0416236358,2458,canceled
1876,1777,419,3,6,2,2,75,0,0,0,0,0,55,0,76,0,90137,0.0,0,-1.0,-1.0,6000000,0.0,0.0,179.5,33426.183844,1380,canceled
1877,1778,419,3,6,2,2,75,0,0,0,0,0,55,0,76,1,2,1.0,20000000,-1.0,-1.0,6000000,1.0,6.0,179.5,33426.183844,1380,current
1878,1779,265,3,2,3,1,16,0,1,0,0,0,54,0,15,0,90137,0.324390243902,133000000,40.726083,-74.228686,150000,0.0,0.0,18477.4592795,8.117999219,1806,expired
1879,1780,346,3,6,2,1,74,0,0,0,1,1,54,0,75,1,6,1.0,400000000,42.020456,-92.89534,170000,0.0,6.0,2719.25321219,62.5171643589,1380,funded
1880,1781,414,3,6,2,2,6,0,0,0,0,0,4,1,6,1,14,0.726470588235,247000000,-1.0,-1.0,460000,0.0,6.0,1745.90900524,263.47306682,1380,current
1881,1782,403,0,3,3,2,33,0,1,1,1,1,22,1,27,0,90136,0.27,54000000,12.973725,80.127679,3500000,0.0,0.0,31927.7568013,109.622483715,1947,expired
1882,1783,353,2,6,3,2,33,0,1,0,0,1,22,1,27,0,90136,0.0,0,28.577422,77.309,2500000,0.0,0.0,31927.7568013,78.301774082,2071,canceled
1883,1784,353,0,6,3,2,33,0,1,0,0,1,22,1,27,0,90136,0.0,0,28.577422,77.309,2500000,0.0,0.0,31927.7568013,78.301774082,1947,canceled
1884,1785,234,0,4,2,1,63,0,1,0,1,0,46,1,57,1,14,0.91,182000000,-1.0,-1.0,2800000,0.0,12.0,554.153944837,5052.74757328,1453,funded
1885,1786,420,3,6,3,2,33,0,1,0,1,0,22,0,27,0,90136,0.165573770492,101000000,-1.0,-1.0,12000000,0.0,0.0,31927.7568013,375.848515594,1806,expired
1886,1787,423,2,4,2,1,16,0,0,1,1,0,12,1,15,0,90136,0.0114814814815,31000000,18.475869,-69.943923,8000000,0.0,0.0,18477.4592795,432.959958346,1633,canceled
1887,1788,300,0,2,4,2,39,0,0,0,0,0,27,1,36,0,90136,0.0,0,-1.30217,36.768846,4318000,0.0,0.0,29152.344,148.118449755,2564,expired
1888,1789,415,4,3,4,2,63,0,0,0,1,0,46,0,57,1,0,1.0,20000000,53.499801,49.398856,5360000,0.0,1.0,554.153944837,9672.40249743,2792,late_30
1889,1790,377,4,2,1,1,52,0,1,0,0,0,14,0,46,1,0,1.0,50000000,52.805251,6.894393,213000,1.0,1.0,2180.86666667,97.6675939228,1115,fully_paid
1890,1791,187,1,6,0,2,40,0,1,1,0,1,14,1,63,1,14,0.61652173913,1418000000,52.543692,13.411384,88000,0.0,36.0,2690157.63559,0.0327118377138,844,funded
1891,1792,191,3,3,4,2,33,0,0,0,0,0,22,1,27,0,90135,0.05,5000000,19.871125,75.324231,3500000,0.0,0.0,31927.7568013,109.622483715,2458,canceled
1892,1793,426,2,2,4,1,33,0,0,0,1,0,22,0,27,0,90135,0.0266666666667,16000000,18.956946,72.817666,5000000,0.0,0.0,31927.7568013,156.603548164,2253,expired
1893,1794,251,1,1,2,1,24,0,0,0,0,0,15,1,74,0,90135,0.0221739130435,51000000,41.791801,-72.519819,100000,0.0,0.0,1671.23445374,59.8360091106,1583,canceled
1894,1795,353,3,2,3,2,33,0,1,0,0,1,22,1,27,1,8,1.0,60000000,28.577422,77.309,2500000,0.0,6.0,31927.7568013,78.301774082,1806,funded
1895,1796,370,1,2,3,1,6,0,0,0,0,0,4,0,6,0,90134,0.03,36000000,-1.0,-1.0,300,0.0,0.0,1745.90900524,0.17183026097,2108,canceled
1896,1797,380,3,3,2,2,65,0,0,0,0,0,49,0,59,1,12,1.0,300000000,1.321267,103.741124,250000,0.0,6.0,4261.41688638,58.6659335769,1380,current
1897,1798,15,2,2,1,1,74,0,0,0,0,0,54,1,75,0,90134,0.0405333333333,152000000,41.846391,-94.109418,340000,0.0,0.0,2719.25321219,125.034328718,1235,expired
1898,1799,428,0,0,2,1,6,1,1,0,0,0,4,0,6,0,90134,0.462745098039,236000000,-1.0,-1.0,700000,0.0,0.0,1745.90900524,400.937275596,1453,expired
1899,1800,293,3,1,2,0,74,0,0,0,0,0,54,1,75,1,14,0.686666666667,309000000,33.958454,-83.373013,155100,0.0,6.0,2719.25321219,57.0377187769,1380,funded
1900,1801,424,3,2,3,1,12,0,0,0,1,0,9,1,11,1,14,0.857142857143,60000000,9.30681,-75.382959,182560000,0.0,6.0,1001726.4711,182.245358655,1806,funded
1901,1802,413,2,2,2,2,33,0,0,0,0,0,22,1,27,0,90133,0.075,3000000,12.999759,77.531812,2200000,0.0,0.0,31927.7568013,68.9055611921,1633,canceled
1902,1803,188,1,3,4,3,33,0,0,0,0,0,22,0,27,0,90133,0.0516129032258,16000000,13.072373,80.199958,100000,0.0,0.0,31927.7568013,3.13207096328,2457,expired
1903,1804,251,1,1,2,1,24,0,0,0,0,0,15,1,74,0,90133,0.0253333333333,38000000,41.791801,-72.519819,100000,0.0,0.0,1671.23445374,59.8360091106,1583,canceled
1904,1805,387,3,6,2,0,74,0,0,0,0,0,54,1,75,1,14,0.6575,263000000,34.439178,-119.812776,226200,0.0,6.0,2719.25321219,83.1846033999,1380,funded
1905,1806,389,2,5,1,1,64,1,0,0,1,0,48,1,67,0,90133,0.0273333333333,164000000,56.669337,12.880735,2350000,0.0,0.0,19363.1409243,121.364607591,1235,expired
1906,1807,233,3,2,3,1,75,0,0,0,1,0,55,1,76,0,90133,0.0,0,-1.0,-1.0,1400000,0.0,0.0,179.5,7799.44289694,1806,canceled
1907,1808,316,0,2,3,1,75,0,0,0,1,1,55,1,76,0,90133,0.266666666667,32000000,-1.0,-1.0,2500000,0.0,0.0,179.5,13927.5766017,1947,expired
1908,1809,425,3,3,3,0,75,0,1,1,1,1,55,1,76,0,90133,0.0,0,-1.0,-1.0,742200,0.0,0.0,179.5,4134.8189415,1806,canceled
1909,1810,425,3,6,3,0,75,0,1,1,1,1,55,0,76,0,90133,0.04,4000000,-1.0,-1.0,742200,0.0,0.0,179.5,4134.8189415,1806,canceled
1910,1811,251,3,3,2,1,24,0,0,0,0,0,15,0,74,1,6,1.0,250000000,41.791801,-72.519819,100000,0.0,6.0,1671.23445374,59.8360091106,1380,funded
1911,1812,415,0,6,4,2,63,0,0,0,1,0,46,0,57,0,90132,0.04,8000000,53.499801,49.398856,5360000,0.0,0.0,554.153944837,9672.40249743,2564,canceled
1912,1813,128,0,2,1,1,14,0,1,0,0,0,14,1,21,0,90132,0.17875,143000000,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1069,canceled
1913,1814,425,4,3,3,0,75,0,1,1,1,1,55,0,76,0,90132,0.0,0,-1.0,-1.0,742200,0.0,0.0,179.5,4134.8189415,1994,canceled
1914,1815,425,3,2,3,0,75,0,1,1,1,1,55,0,76,0,90132,0.0,0,-1.0,-1.0,742200,0.0,0.0,179.5,4134.8189415,1806,canceled
1915,1816,431,1,2,2,2,6,0,0,0,0,0,4,1,6,0,90132,0.4,120000000,-22.887487,-43.390308,100000,0.0,0.0,1745.90900524,57.2767536566,1583,canceled
1916,1817,433,0,5,3,1,74,0,0,0,1,0,54,1,75,0,90132,0.142,71000000,42.161841,-71.200612,800000,0.0,0.0,2719.25321219,294.198420513,1947,expired
1917,1818,400,4,2,3,2,43,0,0,1,1,0,14,0,39,1,4,1.0,90000000,55.750309,24.34544,150000,0.0,1.0,578.385479582,259.342610241,1994,late_30
1918,1819,425,3,6,3,0,75,0,1,1,1,1,55,0,76,0,90131,0.0,0,-1.0,-1.0,742200,0.0,0.0,179.5,4134.8189415,1806,canceled
1919,1820,432,2,1,3,2,6,0,0,0,1,1,4,1,6,0,90131,0.0,0,-4.971465,-39.00345,456000,0.0,0.0,1745.90900524,261.181996674,2071,canceled
1920,1821,432,1,1,3,2,6,0,0,0,1,1,4,1,6,0,90131,0.09,45000000,-4.971465,-39.00345,456000,0.0,0.0,1745.90900524,261.181996674,2108,expired
1921,1822,314,2,6,2,1,30,0,0,0,1,0,60,1,28,0,90131,0.321212121212,106000000,-6.41384,106.859687,255000000,0.0,0.0,3963287.5,64.3405253845,1633,canceled
1922,1823,425,4,2,3,0,75,0,1,1,1,1,55,0,76,1,0,1.0,10000000,-1.0,-1.0,742200,0.0,1.0,179.5,4134.8189415,1994,late_30
1923,1824,158,3,2,2,1,28,0,1,0,0,0,18,1,12,1,14,0.765,153000000,43.584551,15.927135,550000,0.0,6.0,4907.2037037,112.080124081,1380,funded
1924,1825,425,3,3,3,0,75,0,1,1,1,1,55,0,76,0,90131,0.0,0,-1.0,-1.0,742200,0.0,0.0,179.5,4134.8189415,1806,canceled
1925,1826,427,0,2,4,1,71,0,1,0,1,1,51,0,72,0,90131,0.1075,43000000,-1.0,-1.0,280000,0.0,0.0,1860.97082902,150.459102117,2564,expired
1926,1827,425,4,6,3,0,75,0,1,1,1,1,55,0,76,1,0,1.0,10000000,-1.0,-1.0,742200,0.0,1.0,179.5,4134.8189415,1994,late_30
1927,1828,191,4,3,4,2,33,0,0,0,0,0,22,0,27,1,1,1.0,20000000,19.871125,75.324231,3500000,1.0,1.0,31927.7568013,109.622483715,2792,fully_paid
1928,1829,436,1,2,2,2,75,0,0,0,1,0,55,0,76,0,90130,0.0494736842105,188000000,-1.0,-1.0,1550000,0.0,0.0,179.5,8635.09749304,1583,expired
1929,1830,236,0,6,2,1,69,0,0,0,1,0,47,0,69,0,90130,0.0,0,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1453,canceled
1930,1831,236,3,6,2,1,69,0,0,0,1,0,47,0,69,0,90129,0.0,0,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1380,canceled
1931,1832,380,4,3,2,2,65,0,0,0,0,0,49,0,59,1,1,1.0,40000000,1.321267,103.741124,250000,0.0,1.0,4261.41688638,58.6659335769,1465,late_30
1932,1833,429,0,3,3,1,30,0,1,1,0,1,20,1,28,0,90129,0.0,0,-6.957385,107.63927,320000000,0.0,0.0,3963287.5,80.741051463,1947,canceled
1933,1834,415,0,2,4,2,63,0,0,0,1,0,46,1,57,0,90129,0.0,0,53.499801,49.398856,5360000,0.0,0.0,554.153944837,9672.40249743,2564,canceled
1934,1835,372,4,3,4,2,74,0,0,0,1,0,54,1,75,1,4,1.0,40000000,33.411663,-83.845616,266600,0.0,1.0,2719.25321219,98.0416236358,2792,late_30
1935,1836,518,4,2,1,1,36,1,0,0,1,1,14,0,32,1,0,1.0,110000000,45.483101,9.235804,139000,1.0,1.0,1548.71583447,89.7517781547,1115,fully_paid
1936,1837,236,3,6,2,1,69,0,0,0,1,0,47,0,69,0,90129,0.0025,1000000,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1380,canceled
1937,1838,299,3,6,4,4,75,0,0,0,1,0,55,0,76,0,90128,0.154545454545,34000000,-1.0,-1.0,2000000,0.0,0.0,179.5,11142.0612813,2458,expired
1938,1839,512,4,3,1,1,7,1,1,0,1,1,5,0,8,1,0,1.0,100000000,49.806316,-97.165659,400000,1.0,1.0,2997.53801649,133.442844694,1115,fully_paid
1939,1840,233,4,2,3,1,75,0,0,0,1,0,55,1,76,1,13,1.0,100000000,-1.0,-1.0,1400000,0.0,1.0,179.5,7799.44289694,1994,fully_paid
1940,1841,415,3,2,4,2,63,0,0,0,1,0,46,0,57,0,90128,0.025,1000000,53.499801,49.398856,5360000,0.0,0.0,554.153944837,9672.40249743,2458,canceled
1941,1842,405,2,6,1,1,24,1,1,0,0,1,15,1,74,0,90128,0.287777777778,259000000,51.558782,0.095432,350000,0.0,0.0,1671.23445374,209.426031887,1235,expired
1942,1843,413,0,2,2,2,33,0,0,0,0,0,22,1,27,1,1,1.0,10000000,12.999759,77.531812,2200000,0.0,12.0,31927.7568013,68.9055611921,1453,funded
1943,1844,251,4,3,2,1,24,0,0,0,0,0,15,1,74,1,0,1.0,20000000,41.791801,-72.519819,100000,1.0,1.0,1671.23445374,59.8360091106,1465,fully_paid
1944,1845,370,3,2,3,1,6,0,0,0,0,0,4,0,6,1,9,1.0,200000000,-1.0,-1.0,300,0.0,6.0,1745.90900524,0.17183026097,1806,current
1945,1846,430,0,2,2,1,75,0,0,1,1,1,55,0,76,1,5,1.0,100000000,-1.0,-1.0,360000,0.0,12.0,179.5,2005.57103064,1453,funded
1946,1847,238,2,6,2,1,8,0,0,1,1,1,6,1,68,0,90127,0.00175438596491,7000000,47.214623,7.742979,130000,0.0,0.0,5598.81100353,23.2192156367,1633,canceled
1947,1848,330,4,3,4,3,39,0,1,0,1,1,27,1,36,1,9,1.0,20000000,-1.0,-1.0,4000000,0.0,1.0,29152.344,137.210235993,2792,late_30
1948,1849,284,0,4,4,2,33,0,0,0,0,0,22,1,27,0,90127,0.116666666667,7000000,-1.0,-1.0,17500000,0.0,0.0,31927.7568013,548.112418574,2564,expired
1949,1850,361,4,1,3,2,64,0,1,0,0,0,48,1,67,1,6,1.0,200000000,59.350804,18.059719,33000000,0.0,1.0,19363.1409243,1704.26895766,1994,fully_paid
1950,1851,437,1,6,3,1,12,0,1,1,1,1,9,1,11,0,90127,0.0720588235294,49000000,6.981701,-73.049299,224540000,0.0,0.0,1001726.4711,224.153006313,2108,expired
1951,1852,401,4,6,3,1,75,0,0,1,0,0,55,0,76,0,90127,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,1994,canceled
1952,1853,401,4,6,3,1,75,0,0,1,0,0,55,0,76,0,90127,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,1994,canceled
1953,1854,401,0,6,3,1,75,0,0,1,0,0,55,0,76,0,90127,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,1947,canceled
1954,1855,401,4,6,3,1,75,0,0,1,0,0,55,0,76,0,90127,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,1994,canceled
1955,1856,401,3,6,3,1,75,0,0,1,0,0,55,0,76,0,90127,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,1806,canceled
1956,1857,401,4,6,3,1,75,0,0,1,0,0,55,0,76,0,90127,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,1994,canceled
1957,1858,434,2,2,2,2,24,1,1,0,0,1,15,1,74,0,90127,0.0407407407407,220000000,55.039274,-1.431539,350000,0.0,0.0,1671.23445374,209.426031887,1633,expired
1958,1859,401,0,2,3,1,75,0,0,1,0,0,55,0,76,0,90127,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,1947,canceled
1959,1860,236,0,6,2,1,69,0,0,0,1,0,47,0,69,0,90126,0.268571428571,188000000,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1453,canceled
1960,1861,401,4,6,3,1,75,0,0,1,0,0,55,0,76,0,90126,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,1994,canceled
1961,1862,340,0,2,1,1,77,0,0,0,0,0,58,1,62,0,90126,0.309523809524,130000000,-25.674133,28.211663,3180000,0.0,0.0,16496.5446584,192.767641094,1069,canceled
1962,1863,367,4,2,2,1,2,0,1,0,0,0,2,0,2,1,1,1.0,90000000,-35.54261,138.637813,180000,1.0,1.0,4257.53172314,42.2780173361,1465,fully_paid
1963,1864,238,0,6,2,1,8,0,0,1,1,1,6,1,68,0,90126,0.3825,153000000,47.214623,7.742979,130000,0.0,0.0,5598.81100353,23.2192156367,1453,canceled
1964,1865,238,1,4,2,1,8,0,0,1,1,1,6,1,68,0,90126,0.037037037037,40000000,47.214623,7.742979,130000,0.0,0.0,5598.81100353,23.2192156367,1583,canceled
1965,1866,442,1,2,2,1,33,0,0,0,0,0,22,0,27,0,90126,0.054,27000000,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1583,canceled
1966,1867,347,4,3,3,3,7,0,0,0,0,0,5,0,8,1,0,1.0,40000000,48.525951,-89.215877,84100,1.0,1.0,2997.53801649,28.056358097,1994,fully_paid
1967,1868,344,3,2,4,2,42,0,0,1,0,0,29,1,65,1,11,1.0,50000000,-1.0,-1.0,6000000,0.0,6.0,35727.2727273,167.938931298,2458,funded
1968,1869,401,4,6,3,1,75,0,0,1,0,0,55,0,76,1,0,1.0,30000000,-1.0,-1.0,20000000,0.0,1.0,179.5,111420.612813,1994,late_30
1969,1870,440,2,6,4,1,24,0,1,0,1,1,15,1,74,0,90125,0.0,0,55.874775,-3.971198,180000,0.0,0.0,1671.23445374,107.704816399,2253,expired
1970,1871,401,2,6,3,1,75,0,0,1,0,0,55,0,76,0,90125,0.0,0,-1.0,-1.0,20000000,0.0,0.0,179.5,111420.612813,2071,canceled
1971,1872,175,4,3,3,3,74,0,1,0,0,0,54,1,75,1,5,1.0,40000000,42.392286,-84.282784,200000,0.0,1.0,2719.25321219,73.5496051281,1994,late_30
1972,1873,332,2,1,1,1,63,0,0,0,1,0,0,1,57,1,14,0.935,187000000,54.41639,86.299261,2300000,0.0,60.0,554.153944837,4150.47122091,1235,funded
1973,1874,421,0,5,2,1,61,0,1,0,0,1,14,1,56,0,90124,0.0,0,48.146741,16.306781,180000,0.0,0.0,1995.41959659,90.2065912892,1453,canceled
1974,1875,421,0,5,2,1,61,0,1,0,0,1,14,1,56,0,90124,0.218571428571,153000000,48.146741,16.306781,180000,0.0,0.0,1995.41959659,90.2065912892,1453,expired
1975,1876,415,3,6,4,2,63,0,0,0,1,0,46,1,57,0,90123,0.0,0,53.499801,49.398856,5360000,0.0,0.0,554.153944837,9672.40249743,2458,canceled
1976,1877,366,0,6,2,2,77,0,0,0,0,0,58,1,62,0,90123,0.0335,134000000,-33.829987,18.508987,7000000,0.0,0.0,16496.5446584,424.331285427,1453,expired
1977,1878,442,0,2,2,1,33,0,0,0,0,0,22,1,27,0,90123,0.0,0,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1453,canceled
1978,1879,435,2,6,1,1,14,1,1,0,0,1,14,1,21,0,90123,0.05,200000000,49.160714,11.340783,197000,0.0,0.0,2145.16430526,91.8344573966,1235,expired
1979,1880,511,1,2,4,1,33,0,0,0,0,0,22,1,27,0,90123,0.0,0,17.414839,78.509583,2214000,0.0,0.0,31927.7568013,69.344051127,2457,canceled
1980,1881,446,3,2,4,1,6,1,0,0,1,0,4,1,6,0,90123,0.015,3000000,-12.95156,-38.358785,400000,0.0,0.0,1745.90900524,229.107014626,2458,expired
1981,1882,362,1,2,1,1,75,0,0,0,0,0,54,1,76,0,90122,0.0,0,-1.0,-1.0,200000,0.0,0.0,179.5,1114.20612813,1166,canceled
1982,1883,414,2,6,2,2,6,0,0,0,0,0,4,1,6,1,8,1.0,80000000,-1.0,-1.0,460000,0.0,60.0,1745.90900524,263.47306682,1633,current
1983,1884,362,0,2,1,1,75,0,0,0,0,0,54,1,76,0,90122,0.0124031007752,16000000,-1.0,-1.0,200000,0.0,0.0,179.5,1114.20612813,1069,canceled
1984,1885,128,0,2,1,1,14,0,1,0,0,0,14,1,21,0,90122,0.0233333333333,7000000,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1069,canceled
1985,1886,438,2,5,2,1,29,0,1,1,1,1,19,1,25,0,90122,0.109615384615,114000000,46.877498,18.615739,160000000,0.0,0.0,149545.971925,1069.90511306,1633,expired
1986,1887,234,2,4,2,1,63,0,1,0,1,0,46,1,57,0,90122,0.0,0,-1.0,-1.0,2800000,0.0,0.0,554.153944837,5052.74757328,1633,canceled
1987,1888,422,2,6,3,1,57,0,1,1,1,1,41,1,53,0,90122,0.0158974358974,62000000,-1.0,-1.0,9000000,0.0,0.0,14659.3301944,613.943466765,2071,expired
1988,1889,447,4,3,3,1,74,0,1,0,1,1,54,1,75,0,90122,0.0,0,34.144252,-117.950675,290000,0.0,0.0,2719.25321219,106.646927436,1994,canceled
1989,1890,447,4,2,3,1,74,0,1,0,1,1,54,1,75,1,7,1.0,40000000,34.144252,-117.950675,290000,0.0,1.0,2719.25321219,106.646927436,1994,current
1990,1891,445,2,4,3,1,6,0,0,0,1,0,4,1,6,0,90121,0.183333333333,88000000,0.055766,-51.060712,120000,0.0,0.0,1745.90900524,68.7321043879,2071,expired
1991,1892,403,3,3,3,2,33,0,1,1,1,1,22,1,27,1,14,0.825,66000000,12.973725,80.127679,3500000,0.0,6.0,31927.7568013,109.622483715,1806,current
1992,1893,442,2,2,2,1,33,0,0,0,0,0,22,1,27,0,90121,0.0,0,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1633,canceled
1993,1894,217,2,6,1,2,50,0,0,0,0,0,36,1,45,0,90121,0.0496753246753,153000000,-1.0,-1.0,1500000,0.0,0.0,7544.00556511,198.833363397,1235,expired
1994,1895,128,3,2,1,1,14,0,1,0,0,0,14,1,21,1,8,1.0,300000000,53.069756,8.823655,164200,0.0,6.0,2145.16430526,76.5442533224,1029,funded
1995,1896,442,1,2,2,1,33,0,0,0,0,0,22,1,27,0,90121,0.0,0,29.307572,78.503289,3027500,0.0,0.0,31927.7568013,94.8234484133,1583,canceled
1996,1897,420,3,2,3,2,33,0,1,0,1,0,22,1,27,0,90121,0.088,44000000,-1.0,-1.0,12000000,0.0,0.0,31927.7568013,375.848515594,1806,expired
1997,1898,426,2,2,4,1,33,0,0,0,1,0,22,1,27,0,90121,0.0,0,18.956946,72.817666,5000000,0.0,0.0,31927.7568013,156.603548164,2253,expired
